respondent_id,aware,brand_correct,brand_decoy_hit,brand_understanding,awareness_tier,products_recognized_count,products_tried_count,tagline_known,tagline_rating,tagline_alignment,ebisen_familiarity,ebisen_belief,belief_reason,belief_reason_typed,trial_intent,age,gender,score_ingredient,score_taste,score_variety,score_texture,score_health,gender_LGBTQ+,gender_ชาย,gender_หญิง,topmind_subbrand,topmind_parent_brand,topmind_shrimp_cracker,topmind_shrimp,topmind_potato,topmind_snack_generic,topmind_japan,topmind_natural_health,topmind_positive_attr,topmind_visual_packaging,occ_work_study,occ_leisure,occ_late_night,occ_between_meals,occ_other,recog_คาลโวร่า,tried_คาลโวร่า,recog_เอบินาริ,tried_เอบินาริ,recog_เอบินาริ X,tried_เอบินาริ X,recog_ฮานาโร,tried_ฮานาโร,recog_แบ็กซ์,tried_แบ็กซ์,recog_พัฟโมริ,tried_พัฟโมริ,recog_Jomona,tried_Jomona,recog_บิบิป๊อป,tried_บิบิป๊อป,recog_สแน็คแบ๊ค,tried_สแน็คแบ๊ค,recog_Veggie Snap,tried_Veggie Snap,recog_ฟรูทร่า,tried_ฟรูทร่า,strength_ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients),strength_ทำจากเนื้อสัตว์แท้ (From real meat),strength_มีรสชาติอร่อย (Tasty),strength_มีคุณภาพดี (Good quality),strength_เป็นแบรนด์ญี่ปุ่น (Japan brand),strength_เพื่อสุขภาพที่ดี (For healthy lifestyles),trust_การรับรองมาตรฐานการผลิตจากญี่ปุ่น,trust_แหล่งที่มาของวัตถุดิบ,trust_เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น,trust_การรับรองจากหน่วยงานด้านอาหาร,trust_ข้อมูลเกี่ยวกับกระบวนการผลิต,trust_เห็นขั้นตอนของการเก็บเกี่ยววัตถุดิบ,report_flavor_Original,report_flavor_ต้มยำกุ้ง,report_flavor_Extra BBQ,report_flavor_หมึกย่างสาหร่าย
68,1,0,0,4,Low,2,2,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,ชาย,5,5,5,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
69,1,0,0,4,Low,5,3,0,3.0,0.0,1,,no_response,no_response,,5,ชาย,5,5,2,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
70,1,0,1,3,Low,5,4,0,1.0,0.3333333333333333,3,1.0,sensory,believer_sensory,1.0,5,หญิง,5,5,5,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
71,1,2,0,6,Low,6,6,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,หญิง,4,4,3,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
72,1,0,0,4,Low,3,3,0,2.0,0.3333333333333333,1,,no_response,no_response,,5,ชาย,5,4,3,4,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
73,1,0,2,2,Low,4,3,0,4.0,0.3333333333333333,2,1.0,label_evidence,believer_label_evidence,1.0,5,หญิง,5,5,5,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0
74,1,0,3,1,Low,4,4,0,1.0,0.3333333333333333,1,,no_response,no_response,,5,หญิง,4,5,5,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1,0,1,3,Low,2,2,0,1.0,0.0,3,1.0,sensory,believer_sensory,1.0,5,LGBTQ+,3,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
76,1,0,0,4,Low,4,4,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,หญิง,5,5,4,5,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0
77,1,0,0,4,Low,4,3,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,ชาย,4,5,3,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
78,1,3,1,6,Mid,2,6,0,1.0,0.6666666666666666,2,1.0,brand_image,believer_brand_image,1.0,2,ชาย,5,5,3,4,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
79,1,7,3,8,High,6,5,0,4.0,0.0,3,0.0,skeptical,disbeliever_skeptical,0.0,3,หญิง,2,4,3,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0
80,1,2,1,5,Low,1,4,0,4.0,0.3333333333333333,3,1.0,other,believer_other,1.0,2,ชาย,4,4,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
81,1,1,2,3,Low,5,5,0,4.0,0.3333333333333333,1,,no_response,no_response,,3,หญิง,1,5,5,5,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
82,1,0,0,4,Low,7,7,0,3.0,0.6666666666666666,3,0.0,skeptical,disbeliever_skeptical,1.0,2,หญิง,2,5,3,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
83,1,3,1,6,Mid,4,5,0,3.0,0.3333333333333333,3,1.0,brand_image,believer_brand_image,0.0,3,ชาย,4,5,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0
84,1,3,3,4,Mid,6,6,0,1.0,1.0,1,,no_response,no_response,,2,ชาย,1,5,1,5,5,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0
85,1,0,0,4,Low,6,4,0,1.0,0.6666666666666666,1,,no_response,no_response,,2,ชาย,2,5,3,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
86,1,0,0,4,Low,6,6,0,2.0,0.3333333333333333,1,,no_response,no_response,,3,ชาย,4,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
87,1,1,1,4,Low,6,5,0,3.0,0.3333333333333333,1,,no_response,no_response,,2,หญิง,3,5,5,5,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0
88,1,2,0,6,Low,7,6,0,3.0,0.6666666666666666,3,1.0,sensory,believer_sensory,1.0,3,LGBTQ+,4,5,3,4,4,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0
89,1,7,3,8,High,6,6,0,4.0,0.6666666666666666,2,1.0,other,believer_other,1.0,4,ชาย,3,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
90,1,3,0,7,Mid,10,7,0,2.0,0.6666666666666666,2,0.0,experience,disbeliever_experience,0.0,2,ชาย,4,5,4,5,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
91,1,1,0,5,Low,1,7,0,3.0,0.3333333333333333,1,,no_response,no_response,,4,หญิง,4,5,5,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
92,1,7,3,8,High,7,5,0,4.0,0.0,1,,no_response,no_response,,2,ชาย,3,5,1,4,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
93,1,6,3,7,High,10,10,0,1.0,0.3333333333333333,3,0.0,other,disbeliever_other,1.0,2,หญิง,5,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
94,1,0,0,4,Low,1,6,0,3.0,0.0,1,,no_response,no_response,,3,ชาย,3,3,3,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
95,1,0,1,3,Low,2,6,0,3.0,0.3333333333333333,1,,no_response,no_response,,2,ชาย,4,5,5,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
96,1,7,3,8,High,6,6,0,3.0,0.0,1,,no_response,no_response,,3,หญิง,5,5,5,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
97,1,2,0,6,Low,7,7,0,3.0,1.0,3,1.0,label_evidence,believer_label_evidence,1.0,3,หญิง,4,5,5,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
98,1,3,2,5,Mid,7,7,0,3.0,0.6666666666666666,1,,no_response,no_response,,2,หญิง,3,5,3,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
99,1,4,0,8,Mid,7,7,0,3.0,0.6666666666666666,3,1.0,other,believer_other,0.0,2,หญิง,3,5,3,4,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
100,1,7,3,8,High,7,5,0,5.0,0.3333333333333333,3,1.0,sensory,believer_sensory,1.0,2,หญิง,4,5,5,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
101,1,0,0,4,Low,3,3,0,3.0,0.3333333333333333,1,,no_response,no_response,,5,ชาย,5,5,3,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
102,1,7,3,8,High,8,8,0,4.0,0.6666666666666666,1,,no_response,no_response,,2,หญิง,5,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
103,1,0,0,4,Low,7,7,0,1.0,0.3333333333333333,3,0.0,other,disbeliever_other,0.0,2,ชาย,3,5,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
104,1,2,0,6,Low,7,7,0,1.0,0.6666666666666666,3,1.0,sensory,believer_sensory,0.0,2,หญิง,1,5,2,3,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0
105,1,0,0,4,Low,8,6,0,2.0,0.3333333333333333,3,0.0,skeptical,disbeliever_skeptical,0.0,2,ชาย,1,5,4,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
106,1,1,0,5,Low,4,4,0,3.0,0.0,2,0.0,other,disbeliever_other,1.0,1,หญิง,5,5,1,5,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
107,1,4,1,7,Mid,3,2,0,3.0,0.3333333333333333,3,1.0,sensory,believer_sensory,1.0,2,LGBTQ+,4,4,4,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0
108,1,2,1,5,Low,6,3,0,4.0,0.6666666666666666,3,1.0,sensory,believer_sensory,1.0,2,หญิง,4,5,4,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
109,1,0,0,4,Low,6,6,0,5.0,1.0,3,1.0,sensory,believer_sensory,1.0,2,หญิง,4,5,5,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0
110,1,0,0,4,Low,7,7,0,3.0,0.6666666666666666,3,1.0,other,believer_other,0.0,2,หญิง,3,5,2,5,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
111,1,7,3,8,High,6,8,0,5.0,1.0,3,1.0,brand_image,believer_brand_image,1.0,2,หญิง,5,5,5,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0
112,1,1,1,4,Low,5,5,0,3.0,0.0,1,,no_response,no_response,,2,ชาย,3,5,3,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
113,1,0,0,4,Low,6,5,0,2.0,0.3333333333333333,3,1.0,experience,believer_experience,0.0,1,ชาย,5,5,1,5,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0
114,1,4,1,7,Mid,5,4,0,3.0,0.6666666666666666,1,,no_response,no_response,,3,หญิง,4,5,4,5,5,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0
115,1,2,3,3,Low,3,4,0,3.0,0.0,1,,no_response,no_response,,1,ชาย,4,4,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
116,1,2,0,6,Low,7,7,0,5.0,0.6666666666666666,3,1.0,sensory,believer_sensory,1.0,2,หญิง,5,5,5,5,5,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0
117,1,7,3,8,High,6,3,0,4.0,0.6666666666666666,1,,no_response,no_response,,1,หญิง,3,5,2,3,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
118,1,5,0,9,High,4,4,0,3.0,0.3333333333333333,2,1.0,label_evidence,believer_label_evidence,1.0,1,หญิง,3,5,4,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0
119,1,0,0,4,Low,6,5,0,1.0,0.6666666666666666,2,1.0,brand_image,believer_brand_image,1.0,3,หญิง,3,5,4,5,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
120,1,2,1,5,Low,8,5,0,4.0,1.0,1,,no_response,no_response,,3,LGBTQ+,4,5,4,4,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
121,1,3,1,6,Mid,7,7,0,4.0,0.3333333333333333,3,1.0,label_evidence,believer_label_evidence,1.0,1,หญิง,5,5,5,5,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
122,1,5,3,6,High,6,3,0,3.0,0.6666666666666666,3,0.0,label_evidence,disbeliever_label_evidence,0.0,2,หญิง,4,4,3,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
123,1,0,0,4,Low,4,1,0,5.0,0.0,1,,no_response,no_response,,5,หญิง,5,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
124,1,2,1,5,Low,6,6,0,3.0,0.6666666666666666,3,1.0,sensory,believer_sensory,0.0,2,หญิง,3,5,2,4,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0
