respondent_id,aware,brand_correct,brand_decoy_hit,brand_understanding,awareness_tier,products_recognized_count,products_tried_count,tagline_known,tagline_rating,tagline_alignment,ebisen_familiarity,ebisen_belief,belief_reason,belief_reason_typed,trial_intent,age,gender,score_ingredient,score_taste,score_variety,score_texture,score_health,gender_LGBTQ+,gender_ชาย,gender_หญิง,topmind_subbrand,topmind_parent_brand,topmind_shrimp_cracker,topmind_shrimp,topmind_potato,topmind_snack_generic,topmind_japan,topmind_natural_health,topmind_positive_attr,topmind_visual_packaging,occ_work_study,occ_leisure,occ_late_night,occ_between_meals,occ_other,recog_คาลโวร่า,tried_คาลโวร่า,recog_เอบินาริ,tried_เอบินาริ,recog_เอบินาริ X,tried_เอบินาริ X,recog_ฮานาโร,tried_ฮานาโร,recog_แบ็กซ์,tried_แบ็กซ์,recog_พัฟโมริ,tried_พัฟโมริ,recog_Jomona,tried_Jomona,recog_บิบิป๊อป,tried_บิบิป๊อป,recog_สแน็คแบ๊ค,tried_สแน็คแบ๊ค,recog_Veggie Snap,tried_Veggie Snap,recog_ฟรูทร่า,tried_ฟรูทร่า,strength_ใช้วัตถุดิบจากธรรมชาติ (Use natural ingredients),strength_ทำจากเนื้อสัตว์แท้ (From real meat),strength_มีรสชาติอร่อย (Tasty),strength_มีคุณภาพดี (Good quality),strength_เป็นแบรนด์ญี่ปุ่น (Japan brand),strength_เพื่อสุขภาพที่ดี (For healthy lifestyles),trust_การรับรองมาตรฐานการผลิตจากญี่ปุ่น,trust_แหล่งที่มาของวัตถุดิบ,trust_เป็นผลิตภัณฑ์นำเข้าจากญี่ปุ่น,trust_การรับรองจากหน่วยงานด้านอาหาร,trust_ข้อมูลเกี่ยวกับกระบวนการผลิต,trust_เห็นขั้นตอนของการเก็บเกี่ยววัตถุดิบ,report_flavor_Original,report_flavor_ต้มยำกุ้ง,report_flavor_Extra BBQ,report_flavor_หมึกย่างสาหร่าย,is_anomaly_iforest,is_anomaly_lof,is_anomaly_consensus,anomaly_score_iforest,anomaly_score_lof,cluster_kmeans,cluster_hier,pca_x,pca_y,persona
51,1,4,1,7,Mid,8,5,0,5.0,0.6666666666666666,3,0.0,skeptical,disbeliever_skeptical,1.0,4,หญิง,5,5,3,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.4717253838147601,-1.053965072592496,1,0,0.6928179861614756,-0.8913697062873304,Aware but Lost
52,1,2,0,6,Low,1,5,0,4.0,0.6666666666666666,1,,no_response,no_response,,3,หญิง,4,5,3,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48603826368125574,-1.0898187920908655,2,1,-1.7463556243028526,0.2550249970145434,Disconnected
53,1,1,0,5,Low,8,7,0,4.0,0.0,3,0.0,other,disbeliever_other,0.0,3,หญิง,5,5,5,5,5,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.46302883978722054,-1.13889527931227,1,0,0.36559515895689987,-1.3831923326603712,Aware but Lost
54,1,1,0,5,Low,7,5,0,4.0,0.3333333333333333,1,,no_response,no_response,,3,หญิง,3,4,4,4,4,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4652852234794415,-1.0324521237257422,2,0,-0.8667043651405101,-0.07106378466382503,Disconnected
55,1,6,3,7,High,6,6,0,4.0,0.3333333333333333,1,,no_response,no_response,,2,LGBTQ+,3,4,1,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.49567969811128365,-1.0532019460578117,0,3,1.2689393792794692,2.3268794636193966,Partial Connect
56,1,1,0,5,Low,8,8,0,2.0,0.3333333333333333,1,,no_response,no_response,,3,หญิง,2,5,4,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4940070292836404,-1.1028409108475787,1,0,0.3299623764258128,-1.0269438743557482,Aware but Lost
57,1,1,2,3,Low,7,6,1,3.0,0.0,3,1.0,sensory,believer_sensory,1.0,2,หญิง,4,4,4,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,-0.5806202508060792,-2.636189763620968,3,2,1.8851088550425243,-1.1464948517394657,Brand Advocate
58,1,5,3,6,High,4,4,0,2.0,0.3333333333333333,1,,no_response,no_response,,2,ชาย,3,4,3,4,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5178095242865135,-1.0583702338451122,0,3,0.08219266960030067,2.884287605315065,Partial Connect
59,1,1,0,5,Low,1,5,0,4.0,0.0,1,,no_response,no_response,,3,หญิง,5,5,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4886392327193643,-1.0499938060787328,2,1,-2.220005026379223,0.4839727095485282,Disconnected
60,1,2,2,4,Low,8,7,0,3.0,0.3333333333333333,3,0.0,other,disbeliever_other,0.0,3,หญิง,4,5,3,4,5,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.439360375107699,-1.0249311383690505,1,3,1.3039656492440115,-0.41396233202387606,Aware but Lost
61,1,3,0,7,Mid,9,10,0,4.0,0.0,3,1.0,other,believer_other,1.0,4,ชาย,5,5,2,5,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,-0.5439900552208109,-1.468141947565968,1,0,1.3028524997038342,-1.9169546516502782,Aware but Lost
62,1,2,0,6,Low,5,5,0,3.0,1.0,3,1.0,label_evidence,believer_label_evidence,1.0,5,ชาย,5,5,4,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.5068140912715174,-1.23770170740155,1,0,-0.7761241001420834,-1.6611151487118319,Aware but Lost
63,1,2,0,6,Low,2,2,0,3.0,0.3333333333333333,3,1.0,other,believer_other,1.0,5,ชาย,5,5,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.49892208194765125,-1.0966789063676852,2,1,-2.438423147173784,-0.08289985873928662,Disconnected
64,1,0,0,4,Low,5,3,0,3.0,0.0,1,,no_response,no_response,,5,ชาย,5,5,2,4,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.45623973507830307,-1.0245041479604122,2,1,-2.624902068824472,-0.4624425657607879,Disconnected
65,1,3,0,7,Mid,6,6,0,3.0,0.0,3,1.0,other,believer_other,0.0,5,ชาย,5,5,5,5,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,-0.46913711319658874,-1.1609411161172734,1,0,-0.6038888170191156,-0.9661210023933975,Aware but Lost
66,1,1,1,4,Low,4,4,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,ชาย,4,4,3,4,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.49794121157353066,-1.0109965593975696,2,1,-2.0135331549651894,0.20979659612329674,Disconnected
67,1,0,0,4,Low,5,5,0,1.0,0.0,1,,no_response,no_response,,5,ชาย,3,5,3,5,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.46876014067240984,-1.0197846168232507,2,1,-2.0788273253078473,-0.4595795769221255,Disconnected
68,1,0,0,4,Low,2,2,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,ชาย,5,5,5,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.4918148851994044,-0.9981739693634818,2,1,-3.2340999048046295,-0.3509850358577864,Disconnected
69,1,0,0,4,Low,5,3,0,3.0,0.0,1,,no_response,no_response,,5,ชาย,5,5,2,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.4520148856512212,-1.0297110601425055,2,1,-2.677240603480575,-0.4362974899931353,Disconnected
70,1,0,1,3,Low,5,4,0,1.0,0.3333333333333333,3,1.0,sensory,believer_sensory,1.0,5,หญิง,5,5,5,5,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.49091605213554335,-1.1485056242209284,2,0,-1.4810953382060132,-0.7305074107277029,Disconnected
71,1,2,0,6,Low,6,6,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,หญิง,4,4,3,4,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.48553069824285566,-1.0909370949371566,2,0,-1.1559374154848807,-0.7919918995729015,Disconnected
72,1,0,0,4,Low,3,3,0,2.0,0.3333333333333333,1,,no_response,no_response,,5,ชาย,5,4,3,4,4,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.4935688136239674,-1.0017711361972625,2,1,-3.135029347032861,0.04831583564465504,Disconnected
73,1,0,2,2,Low,4,3,0,4.0,0.3333333333333333,2,1.0,label_evidence,believer_label_evidence,1.0,5,หญิง,5,5,5,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.5102269867010423,-1.0127103479525823,2,1,-1.8919794098629503,0.21494722253928436,Disconnected
74,1,0,3,1,Low,4,4,0,1.0,0.3333333333333333,1,,no_response,no_response,,5,หญิง,4,5,5,5,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4986555038509313,-1.1309223558235182,2,1,-1.5698879724382582,0.8246095398359319,Disconnected
75,1,0,1,3,Low,2,2,0,1.0,0.0,3,1.0,sensory,believer_sensory,1.0,5,LGBTQ+,3,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.5602785201917792,-1.2008568651610667,2,1,-2.8150914873627015,1.1350965608680166,Disconnected
76,1,0,0,4,Low,4,4,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,หญิง,5,5,4,5,5,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,-0.4549351838922655,-1.0210924356656377,2,1,-2.314223630157996,-1.0254326566371275,Disconnected
77,1,0,0,4,Low,4,3,0,3.0,0.6666666666666666,1,,no_response,no_response,,5,ชาย,4,5,3,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.4540696269797358,-1.024220482678024,2,1,-2.5554874666557774,-0.6772585818714931,Disconnected
78,1,3,1,6,Mid,2,6,0,1.0,0.6666666666666666,2,1.0,brand_image,believer_brand_image,1.0,2,ชาย,5,5,3,4,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.49047126976132244,-1.2144636301438931,1,1,-0.2872559808612315,0.4401395277442221,Aware but Lost
79,1,7,3,8,High,6,5,0,4.0,0.0,3,0.0,skeptical,disbeliever_skeptical,0.0,3,หญิง,2,4,3,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,-0.5290893201229422,-1.072727062118765,0,3,1.3259594657471225,2.5722813575088357,Partial Connect
80,1,2,1,5,Low,1,4,0,4.0,0.3333333333333333,3,1.0,other,believer_other,1.0,2,ชาย,4,4,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,-0.5048609158837152,-1.2180153491165862,2,1,-1.1005756587814683,1.4635193058767428,Disconnected
81,1,1,2,3,Low,5,5,0,4.0,0.3333333333333333,1,,no_response,no_response,,3,หญิง,1,5,5,5,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,-0.5100904060348809,-1.1013398739741627,1,0,-0.46725576316433237,1.0940449320001997,Aware but Lost
82,1,0,0,4,Low,7,7,0,3.0,0.6666666666666666,3,0.0,skeptical,disbeliever_skeptical,1.0,2,หญิง,2,5,3,5,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.44734171476225465,-1.0937281110310006,1,0,0.6397893996108783,-1.2162046828293729,Aware but Lost
83,1,3,1,6,Mid,4,5,0,3.0,0.3333333333333333,3,1.0,brand_image,believer_brand_image,0.0,3,ชาย,4,5,3,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.4332912023816908,-1.0125996958543877,1,0,-0.16227402894364068,0.3000670679231249,Aware but Lost
84,1,3,3,4,Mid,6,6,0,1.0,1.0,1,,no_response,no_response,,2,ชาย,1,5,1,5,5,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,-0.5754657162221174,-1.2330821186242171,0,3,1.2900734471333855,1.1617720675373742,Partial Connect
85,1,0,0,4,Low,6,4,0,1.0,0.6666666666666666,1,,no_response,no_response,,2,ชาย,2,5,3,3,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4653050070881879,-1.0551694493818518,1,0,-0.8161359530493373,-0.2437549679913059,Aware but Lost
86,1,0,0,4,Low,6,6,0,2.0,0.3333333333333333,1,,no_response,no_response,,3,ชาย,4,3,3,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.5159708906034516,-1.2036051812638482,2,0,-1.3278083925552324,0.08736420313564433,Disconnected
87,1,1,1,4,Low,6,5,0,3.0,0.3333333333333333,1,,no_response,no_response,,2,หญิง,3,5,5,5,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,-0.4284859105394065,-1.0196166372506088,1,0,-0.3294471674754489,0.3573430227996404,Aware but Lost
88,1,2,0,6,Low,7,6,0,3.0,0.6666666666666666,3,1.0,sensory,believer_sensory,1.0,3,LGBTQ+,4,5,3,4,4,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,-0.4001043599292125,-0.9538063463922969,1,0,0.4054756910380053,-1.2879887726885118,Aware but Lost
89,1,7,3,8,High,6,6,0,4.0,0.6666666666666666,2,1.0,other,believer_other,1.0,4,ชาย,3,3,3,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,-0.5627855567212374,-1.2373982489614432,0,3,1.0147863018084196,2.073138917931082,Partial Connect
90,1,3,0,7,Mid,10,7,0,2.0,0.6666666666666666,2,0.0,experience,disbeliever_experience,0.0,2,ชาย,4,5,4,5,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.48412922380685464,-1.1466187457364567,1,0,1.4621155575567404,-1.4051372587559128,Aware but Lost
91,1,1,0,5,Low,1,7,0,3.0,0.3333333333333333,1,,no_response,no_response,,4,หญิง,4,5,5,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4948609233178388,-1.1468922835739597,2,1,-1.844520300914993,-0.19237554980851498,Disconnected
92,1,7,3,8,High,7,5,0,4.0,0.0,1,,no_response,no_response,,2,ชาย,3,5,1,4,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5035201785428935,-1.0528479638522006,0,3,1.4813218858848696,2.3226745032226033,Partial Connect
93,1,6,3,7,High,10,10,0,1.0,0.3333333333333333,3,0.0,other,disbeliever_other,1.0,2,หญิง,5,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,-0.554047860924947,-1.084622568394378,0,3,3.752060395085631,-0.10028488583286325,Partial Connect
94,1,0,0,4,Low,1,6,0,3.0,0.0,1,,no_response,no_response,,3,ชาย,3,3,3,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.5480890399626079,-1.2997952217057978,2,1,-2.4671016084321904,1.3647015182124886,Disconnected
95,1,0,1,3,Low,2,6,0,3.0,0.3333333333333333,1,,no_response,no_response,,2,ชาย,4,5,5,5,5,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-0.47774365778105027,-1.1758062090816597,2,1,-1.1400346314632301,0.5344670119325818,Disconnected
96,1,7,3,8,High,6,6,0,3.0,0.0,1,,no_response,no_response,,3,หญิง,5,5,5,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5178345029691258,-1.0192570732694004,0,3,1.0902041506278792,1.801240050356767,Partial Connect
97,1,2,0,6,Low,7,7,0,3.0,1.0,3,1.0,label_evidence,believer_label_evidence,1.0,3,หญิง,4,5,5,4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.47320092826260574,-1.0252568934275381,1,0,0.7384454443767982,-1.7119506475538642,Aware but Lost
98,1,3,2,5,Mid,7,7,0,3.0,0.6666666666666666,1,,no_response,no_response,,2,หญิง,3,5,3,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.45850687041731386,-1.0922911681886263,1,3,1.2216754941383845,0.3269068012478001,Aware but Lost
99,1,4,0,8,Mid,7,7,0,3.0,0.6666666666666666,3,1.0,other,believer_other,0.0,2,หญิง,3,5,3,4,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-0.42600031272712907,-0.9866174795743653,1,0,1.3642685305101083,-0.7594428275393329,Aware but Lost
100,1,7,3,8,High,7,5,0,5.0,0.3333333333333333,3,1.0,sensory,believer_sensory,1.0,2,หญิง,4,5,5,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,-0.44956580391737266,-1.043019364636604,0,3,2.101448076530311,1.5695801961843476,Partial Connect
101,1,0,0,4,Low,3,3,0,3.0,0.3333333333333333,1,,no_response,no_response,,5,ชาย,5,5,3,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,-0.45713954010781,-1.0016941458378392,2,1,-2.915404085012188,-0.4049369168456904,Disconnected
102,1,7,3,8,High,8,8,0,4.0,0.6666666666666666,1,,no_response,no_response,,2,หญิง,5,5,5,5,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-0.5072612900981623,-1.0209065124843237,0,3,2.601595261953293,0.7748488360334357,Partial Connect
103,1,0,0,4,Low,7,7,0,1.0,0.3333333333333333,3,0.0,other,disbeliever_other,0.0,2,ชาย,3,5,3,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.47053359220278873,-1.1493403498134058,1,0,0.4172371461296087,-1.0750541933105233,Aware but Lost
104,1,2,0,6,Low,7,7,0,1.0,0.6666666666666666,3,1.0,sensory,believer_sensory,0.0,2,หญิง,1,5,2,3,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.47576412702879634,-1.2006071537679381,1,0,1.1239938689860853,-0.7746415953599772,Aware but Lost
105,1,0,0,4,Low,8,6,0,2.0,0.3333333333333333,3,0.0,skeptical,disbeliever_skeptical,0.0,2,ชาย,1,5,4,4,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-0.5127459062208539,-1.191088461361334,1,0,0.5254939470976205,-0.7812925435880563,Aware but Lost
